"locusName_Version1"	"locusName_Version2"	"locusName_Version3"	"Arabidopsis_homolog"	"Arabidopsis_homolog_symbol"	"Arabidopsis_homolog_defline"	"Rice_homolog"	"Rice_homolog_defline"
"Sb10g023320"	"SORBI_3010G182000"	"Sobic.010G182000"	"AT5G19990.1"	"ATSUG1,RPT6A"	"regulatory particle triple-A ATPase 6A"	"LOC_Os02g11050.1"	"26S protease regulatory subunit, putative, expressed"
"Sb10g023370"	"SORBI_3010G182700"	"Sobic.010G182700"	"AT5G55190.1"	"ATRAN3,RAN3"	"RAN GTPase 3"	"LOC_Os06g39875.1"	"ras-related protein, putative, expressed"
"Sb10g023390"	"SORBI_3010G183100"	"Sobic.010G183100"	"AT5G20030.1"	""	"Plant Tudor-like RNA-binding protein"	"LOC_Os06g39900.1"	"agenet domain containing protein, putative, expressed"
"Sb10g023400"	"SORBI_3010G183400"	"Sobic.010G183400"	"AT5G11270.1"	"OCP3"	"overexpressor of cationic peroxidase 3"	"LOC_Os06g39906.1"	"homeobox domain containing protein, expressed"
"Sb10g023410"	"SORBI_3010G183500"	"Sobic.010G183500"	"AT1G15400.1"	""	""	"LOC_Os06g39912.1"	"expressed protein"
"Sb10g023440"	"SORBI_3010G183800"	"Sobic.010G183800"	"AT2G42520.1"	""	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"LOC_Os06g40020.1"	"DEAD-box ATP-dependent RNA helicase 52A, putative, expressed"
"Sb10g023480"	"SORBI_3010G184300"	"Sobic.010G184300"	"AT5G39990.1"	""	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"	"LOC_Os06g40060.1"	"glycosyltransferase family protein, putative, expressed"
"Sb10g023490"	"SORBI_3010G184400"	"Sobic.010G184400"	"AT3G57030.1"	""	"Calcium-dependent phosphotriesterase superfamily protein"	"LOC_Os06g41850.1"	"SMP-30/Gluconolaconase/LRE-like region containing protein, expressed"
"Sb10g023510"	"SORBI_3010G184600"	"Sobic.010G184600"	"AT2G26670.1"	"ATHO1,GUN2,HO1,HY1,HY6,TED4"	"Plant haem oxygenase (decyclizing) family protein"	"LOC_Os06g40080.1"	"heme oxygenase 1, putative, expressed"
"Sb10g023550"	"SORBI_3010G184800"	"Sobic.010G184800"	"AT2G26670.1"	"ATHO1,GUN2,HO1,HY1,HY6,TED4"	"Plant haem oxygenase (decyclizing) family protein"	"LOC_Os06g40080.1"	"heme oxygenase 1, putative, expressed"
"Sb10g023600"	"SORBI_3010G185300"	"Sobic.010G185300"	"AT1G15360.1"	"SHN1,WIN1"	"Integrase-type DNA-binding superfamily protein"	"LOC_Os02g10760.1"	"AP2 domain containing protein, expressed"
"Sb10g023630"	"SORBI_3010G185600"	"Sobic.010G185600"	"AT3G15730.1"	"PLD,PLDALPHA1"	"phospholipase D alpha 1"	"LOC_Os06g40190.1"	"phospholipase D, putative, expressed"
"Sb10g023650"	"SORBI_3010G185800"	"Sobic.010G185800"	"AT3G15760.1"	""	""	"LOC_Os06g40210.1"	"expressed protein"
"Sb10g023680"	"SORBI_3010G186300"	"Sobic.010G186300"	"AT5G35410.1"	"ATSOS2,CIPK24,SNRK3.11,SOS2"	"Protein kinase superfamily protein"	"LOC_Os06g40370.1"	"CAMK_KIN1/SNF1/Nim1_like.27 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"Sb10g023690"	"SORBI_3010G186400"	"Sobic.010G186400"	"AT1G80130.1"	""	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"LOC_Os06g40440.1"	"expressed protein"
"Sb10g023700"	"SORBI_3010G186500"	"Sobic.010G186500"	"AT4G32330.3"	""	"TPX2 (targeting protein for Xklp2) protein family"	"LOC_Os06g40450.2"	"targeting protein for Xklp2, putative, expressed"
"Sb10g023700"	"SORBI_3010G186500"	"Sobic.010G186500"	"AT4G32330.1"	""	"TPX2 (targeting protein for Xklp2) protein family"	"LOC_Os06g40450.2"	"targeting protein for Xklp2, putative, expressed"
"Sb10g023740"	"SORBI_3010G187300"	"Sobic.010G187300"	"AT3G13220.1"	"ABCG26,WBC27"	"ABC-2 type transporter family protein"	"LOC_Os06g40550.1"	"ABC-2 type transporter domain containing protein, expressed"
"Sb10g023750"	"SORBI_3010G187400"	"Sobic.010G187400"	"AT3G13220.1"	"ABCG26,WBC27"	"ABC-2 type transporter family protein"	"LOC_Os06g40550.1"	"ABC-2 type transporter domain containing protein, expressed"
"Sb10g023760"	"SORBI_3010G187500"	"Sobic.010G187500"	"AT1G55840.1"	""	"Sec14p-like phosphatidylinositol transfer family protein"	"LOC_Os02g10650.1"	"CRAL/TRIO domain containing protein, expressed"
"Sb10g023780"	"SORBI_3010G187700"	"Sobic.010G187700"	"AT1G03370.1"	""	"C2 calcium/lipid-binding and GRAM domain containing protein"	"LOC_Os06g40570.1"	"GRAM and C2 domains containing protein, putative, expressed"
"Sb10g023790"	"SORBI_3010G187800"	"Sobic.010G187800"	"AT5G55980.1"	""	"serine-rich protein-related"	"LOC_Os04g42530.1"	"expressed protein"
"Sb10g023820"	"SORBI_3010G188000"	"Sobic.010G188000"	"AT1G06220.1"	"CLO,GFA1,MEE5"	"Ribosomal protein S5/Elongation factor G/III/V family protein"	"LOC_Os06g40600.1"	"elongation factor, putative, expressed"
"Sb10g023850"	"SORBI_3010G188300"	"Sobic.010G188300"	"AT4G26530.1"	""	"Aldolase superfamily protein"	"LOC_Os06g40640.3"	"fructose-bisphospate aldolase isozyme, putative, expressed"
"Sb10g023870"	"SORBI_3010G188500"	"Sobic.010G188500"	"AT2G04160.1"	"AIR3"	"Subtilisin-like serine endopeptidase family protein"	"LOC_Os06g40700.1"	"OsSub50 - Putative Subtilisin homologue, expressed"
"Sb10g023880"	"SORBI_3010G188600"	"Sobic.010G188600"	"AT4G21160.2"	"AGD12,ZAC"	"Calcium-dependent ARF-type GTPase activating protein family"	"LOC_Os06g40704.3"	"stromal membrane-associated protein, putative, expressed"
"Sb10g023880"	"SORBI_3010G188600"	"Sobic.010G188600"	"AT4G21160.4"	"AGD12,ZAC"	"Calcium-dependent ARF-type GTPase activating protein family"	"LOC_Os06g40704.3"	"stromal membrane-associated protein, putative, expressed"
"Sb10g023930"	"SORBI_3010G189300"	"Sobic.010G189300"	"AT1G61520.1"	"LHCA3"	"photosystem I light harvesting complex gene 3"	"LOC_Os02g10390.1"	"chlorophyll A-B binding protein, putative, expressed"
"Sb10g023955"	"SORBI_3010G189600"	"Sobic.010G189600"	"AT4G24250.1"	"ATMLO13,MLO13"	"Seven transmembrane MLO family protein"	"LOC_Os02g10350.1"	"MLO domain containing protein, putative, expressed"
"Sb10g023970"	"SORBI_3010G189700"	"Sobic.010G189700"	"AT5G10770.1"	""	"Eukaryotic aspartyl protease family protein"	"LOC_Os06g40818.1"	"aspartic proteinase, putative, expressed"
"Sb10g023980"	"SORBI_3010G189800"	"Sobic.010G189800"	"AT5G55230.1"	"ATMAP65-1,MAP65-1"	"microtubule-associated proteins 65-1"	"LOC_Os06g40840.1"	"microtubule associated protein, putative, expressed"
"Sb10g023990"	"SORBI_3010G189900"	"Sobic.010G189900"	"AT5G35670.1"	"iqd33"	"IQ-domain 33"	"LOC_Os06g40850.1"	"IQ calmodulin-binding motif family protein, putative, expressed"
"Sb10g024010"	"SORBI_3010G190100"	"Sobic.010G190100"	"AT3G07840.1"	""	"Pectin lyase-like superfamily protein"	"LOC_Os06g35320.1"	"polygalacturonase, putative, expressed"
"Sb10g024030"	"SORBI_3010G190300"	"Sobic.010G190300"	"AT1G15080.1"	"ATLPP2,ATPAP2,LPP2"	"lipid phosphate phosphatase 2"	"LOC_Os05g47660.1"	"lipid phosphatase protein, putative, expressed"
"Sb10g024040"	"SORBI_3010G190400"	"Sobic.010G190400"	"AT3G57670.1"	"NTT,WIP2"	"C2H2-type zinc finger family protein"	"LOC_Os06g40960.1"	"ZOS6-05 - C2H2 zinc finger protein, expressed"
"Sb10g024060"	"SORBI_3010G190600"	"Sobic.010G190600"	"AT1G51200.3"	""	"A20/AN1-like zinc finger family protein"	"LOC_Os06g41010.3"	"zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed"
"Sb10g024060"	"SORBI_3010G190600"	"Sobic.010G190600"	"AT1G51200.1"	""	"A20/AN1-like zinc finger family protein"	"LOC_Os06g41010.1"	"zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed"
"Sb10g024070"	"SORBI_3010G190700"	"Sobic.010G190700"	"AT5G12950.1"	""	"Putative glycosyl hydrolase of unknown function (DUF1680)"	"LOC_Os06g41020.1"	"DUF1680 domain containing protein, putative, expressed"
"Sb10g024080"	"SORBI_3010G190800"	"Sobic.010G190800"	"AT5G12960.1"	""	"Putative glycosyl hydrolase of unknown function (DUF1680)"	"LOC_Os06g41030.1"	"DUF1680 domain containing protein, putative, expressed"
"Sb10g024100"	"SORBI_3010G191000"	"Sobic.010G191000"	"AT3G52115.1"	"ATCOM1,ATGR1,COM1,GR1"	"gamma response gene 1"	"LOC_Os06g41050.1"	"expressed protein"
"Sb10g024200"	"SORBI_3010G192500"	"Sobic.010G192500"	"AT3G57880.1"	""	"Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein"	"LOC_Os05g30750.6"	"anthranilate phosphoribosyltransferase, putative, expressed"
"Sb10g024240"	"SORBI_3010G192800"	"Sobic.010G192800"	""	""	""	"LOC_Os09g04310.1"	"expressed protein"
"Sb10g024250"	"SORBI_3010G192900"	"Sobic.010G192900"	"AT2G18680.1"	""	""	"LOC_Os09g04339.1"	"expressed protein"
"Sb10g024260"	"SORBI_3010G193000"	"Sobic.010G193000"	"AT2G18680.1"	""	""	"LOC_Os09g04339.1"	"expressed protein"
"Sb10g024280"	"SORBI_3010G193200"	"Sobic.010G193200"	""	""	""	"LOC_Os09g04430.1"	"expressed protein"
"Sb10g024290"	"SORBI_3010G193300"	"Sobic.010G193300"	"AT3G02600.1"	"ATLPP3,LPP3"	"lipid phosphate phosphatase 3"	"LOC_Os05g47660.1"	"lipid phosphatase protein, putative, expressed"
"Sb10g024310"	"SORBI_3010G193600"	"Sobic.010G193600"	"AT2G44530.1"	""	"Phosphoribosyltransferase family protein"	"LOC_Os06g41360.1"	"phosphoribosyl transferase, putative, expressed"
"Sb10g024310"	"SORBI_3010G193600"	"Sobic.010G193600"	"AT2G35390.2"	""	"Phosphoribosyltransferase family protein"	"LOC_Os06g41360.2"	"phosphoribosyl transferase, putative, expressed"
"Sb10g024350"	"SORBI_3010G194100"	"Sobic.010G194100"	"AT5G20400.1"	""	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	"LOC_Os06g07941.1"	"iron/ascorbate-dependent oxidoreductase, putative, expressed"
"Sb10g024360"	"SORBI_3010G194200"	"Sobic.010G194200"	"AT3G18510.1"	""	""	"LOC_Os06g41410.1"	"expressed protein"
"Sb10g024370"	"SORBI_3010G194300"	"Sobic.010G194300"	"AT3G58000.1"	""	"VQ motif-containing protein"	"LOC_Os06g41450.1"	"VQ domain containing protein, putative, expressed"
"Sb10g024380"	"SORBI_3010G194500"	"Sobic.010G194500"	"AT4G38210.1"	"ATEXP20,ATEXPA20,ATHEXP ALPHA 1.23,EXP20,EXPA20"	"expansin A20"	"LOC_Os06g41700.1"	"expansin precursor, putative, expressed"
"Sb10g024390"	"SORBI_3010G194600"	"Sobic.010G194600"	"AT1G19100.1"	""	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein"	"LOC_Os06g41710.1"	"CW-type Zinc Finger, putative, expressed"
"Sb10g024460"	"SORBI_3010G195200"	"Sobic.010G195200"	"AT2G35140.2"	""	"DCD (Development and Cell Death) domain protein"	"LOC_Os09g39020.1"	"N-rich protein, putative, expressed"
"Sb10g024460"	"SORBI_3010G195200"	"Sobic.010G195200"	"AT2G35140.3"	""	"DCD (Development and Cell Death) domain protein"	"LOC_Os09g39020.1"	"N-rich protein, putative, expressed"
"Sb10g024470"	"SORBI_3010G195301"	"Sobic.010G195301"	"AT2G33590.1"	""	"NAD(P)-binding Rossmann-fold superfamily protein"	"LOC_Os06g41810.1"	"reductase, putative, expressed"
"Sb10g024490"	"SORBI_3010G195500"	"Sobic.010G195500"	"AT2G33590.1"	""	"NAD(P)-binding Rossmann-fold superfamily protein"	"LOC_Os06g41840.1"	"reductase, putative, expressed"
"Sb10g024500"	"SORBI_3010G195600"	"Sobic.010G195600"	"AT2G33590.1"	""	"NAD(P)-binding Rossmann-fold superfamily protein"	"LOC_Os06g41840.1"	"reductase, putative, expressed"
"Sb10g024520"	"SORBI_3010G195800"	"Sobic.010G195800"	"AT2G33590.1"	""	"NAD(P)-binding Rossmann-fold superfamily protein"	"LOC_Os06g41810.1"	"reductase, putative, expressed"
"Sb10g024540"	"SORBI_3010G196000"	"Sobic.010G196000"	"AT1G76500.1"	"AHL29,SOB3"	"Predicted AT-hook DNA-binding family protein"	"LOC_Os06g41860.1"	"DNA binding protein, putative, expressed"
"Sb10g024550"	"SORBI_3010G196200"	"Sobic.010G196200"	"AT2G04160.1"	"AIR3"	"Subtilisin-like serine endopeptidase family protein"	"LOC_Os06g41880.1"	"OsSub51 - Putative Subtilisin homologue, expressed"
"Sb10g024570"	"SORBI_3010G196400"	"Sobic.010G196400"	"AT2G33570.1"	""	"Domain of unknown function (DUF23)"	"LOC_Os06g41910.1"	"expressed protein"
"Sb10g024580"	"SORBI_3010G196600"	"Sobic.010G196600"	"AT1G76600.1"	""	""	"LOC_Os06g41940.1"	"expressed protein"
"Sb10g024590"	"SORBI_3010G196700"	"Sobic.010G196700"	"AT5G13210.1"	""	"Uncharacterised conserved protein UCP015417,  vWA"	"LOC_Os09g32370.1"	"gp176, putative, expressed"
"Sb10g024640"	"SORBI_3010G197300"	"Sobic.010G197300"	"AT5G03760.1"	"ATCSLA09,ATCSLA9,CSLA09,CSLA9,RAT4"	"Nucleotide-diphospho-sugar transferases superfamily protein"	"LOC_Os06g42020.1"	"CSLA9 - cellulose synthase-like family A, expressed"
"Sb10g024663"	"SORBI_3010G197700"	"Sobic.010G197700"	"AT2G12190.1"	""	"Cytochrome P450 superfamily protein"	"LOC_Os07g26870.1"	"cytochrome P450, putative, expressed"
"Sb10g024680"	"SORBI_3010G198000"	"Sobic.010G198000"	"AT5G38530.1"	"TSBtype2"	"tryptophan synthase beta type 2"	"LOC_Os06g42560.2"	"tryptophan synthase beta chain 2, putative, expressed"
"Sb10g024680"	"SORBI_3010G198000"	"Sobic.010G198000"	"AT5G38530.1"	"TSBtype2"	"tryptophan synthase beta type 2"	"LOC_Os06g42560.1"	"tryptophan synthase beta chain 2, putative, expressed"
"Sb10g024710"	"SORBI_3010G198500"	"Sobic.010G198500"	"AT2G24762.1"	"AtGDU4,GDU4"	"glutamine dumper 4"	"LOC_Os06g42660.1"	"expressed protein"
"Sb10g024730"	"SORBI_3010G198600"	"Sobic.010G198600"	"AT2G24762.1"	"AtGDU4,GDU4"	"glutamine dumper 4"	"LOC_Os06g42660.1"	"expressed protein"
"Sb10g024740"	"SORBI_3010G198700"	"Sobic.010G198700"	"AT4G31730.1"	"GDU1"	"glutamine dumper 1"	"LOC_Os06g42660.1"	"expressed protein"
"Sb10g024750"	"SORBI_3010G198800"	"Sobic.010G198800"	"AT2G24762.1"	"AtGDU4,GDU4"	"glutamine dumper 4"	"LOC_Os06g42660.1"	"expressed protein"
"Sb10g024760"	"SORBI_3010G198900"	"Sobic.010G198900"	""	""	""	"LOC_Os06g42680.1"	"phytosulfokines 1 precursor, putative, expressed"
"Sb10g024770"	"SORBI_3010G199000"	"Sobic.010G199000"	"AT5G38800.1"	"AtbZIP43,bZIP43"	"basic leucine-zipper 43"	"LOC_Os06g42690.1"	"bZIP transcription factor domain containing protein, expressed"
"Sb10g024790"	"SORBI_3010G199200"	"Sobic.010G199200"	"AT3G30390.2"	""	"Transmembrane amino acid transporter family protein"	"LOC_Os06g42720.1"	"amino acid transporter, putative, expressed"
"Sb10g024830"	"SORBI_3010G199700"	"Sobic.010G199700"	"AT4G22130.1"	"SRF8"	"STRUBBELIG-receptor family 8"	"LOC_Os02g09740.1"	"STRUBBELIG-RECEPTOR FAMILY 7 precursor, putative, expressed"
"Sb10g024850"	"SORBI_3010G199900"	"Sobic.010G199900"	"AT3G20300.1"	""	"Protein of unknown function (DUF3537)"	"LOC_Os06g42850.1"	"extracellular ligand-gated ion channel, putative, expressed"
"Sb10g024860"	"SORBI_3010G200000"	"Sobic.010G200000"	"AT5G14180.1"	"MPL1"	"Myzus persicae-induced lipase 1"	"LOC_Os06g42860.1"	"triacylglycerol lipase precursor, putative, expressed"
"Sb10g024880"	"SORBI_3010G200600"	"Sobic.010G200600"	"AT3G07195.1"	""	"RPM1-interacting protein 4 (RIN4) family protein"	"LOC_Os06g43000.1"	"nitrate-induced NOI protein, expressed"
"Sb10g024890"	"SORBI_3010G200700"	"Sobic.010G200700"	"AT1G78880.1"	""	"Ubiquitin-specific protease family C19-related protein"	"LOC_Os06g43020.1"	"expressed protein"
"Sb10g024890"	"SORBI_3010G200700"	"Sobic.010G200700"	"AT1G16860.1"	""	"Ubiquitin-specific protease family C19-related protein"	"LOC_Os06g43020.1"	"expressed protein"
"Sb10g024910"	"SORBI_3010G200900"	"Sobic.010G200900"	"AT4G26790.2"	""	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"LOC_Os06g43044.1"	"GDSL-like lipase/acylhydrolase, putative, expressed"
"Sb10g024920"	"SORBI_3010G201100"	"Sobic.010G201100"	""	""	""	"LOC_Os06g43060.1"	"expressed protein"
"Sb10g024950"	"SORBI_3010G201388"	"Sobic.010G201388"	"AT4G37260.1"	"ATMYB73,MYB73"	"myb domain protein 73"	"LOC_Os06g43090.1"	"MYB transcription factor TaMYB1, putative, expressed"
"Sb10g024970"	"SORBI_3010G201600"	"Sobic.010G201600"	"AT2G15290.1"	"ATTIC21,CIA5,PIC1,TIC21"	"translocon at inner membrane of chloroplasts 21"	"LOC_Os06g43130.1"	"tic21, putative, expressed"
"Sb10g024980"	"SORBI_3010G201700"	"Sobic.010G201700"	"AT1G21065.1"	""	""	"LOC_Os06g43140.1"	"GA16396-PA, putative, expressed"
"Sb10g025010"	"SORBI_3010G202100"	"Sobic.010G202100"	"AT4G37250.1"	""	"Leucine-rich repeat protein kinase family protein"	"LOC_Os06g43170.1"	"transposon protein, putative, unclassified, expressed"
"Sb10g025020"	"SORBI_3010G202300"	"Sobic.010G202300"	"AT1G28600.1"	""	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"LOC_Os01g46080.1"	"GDSL-like lipase/acylhydrolase, putative, expressed"
"Sb10g025030"	"SORBI_3010G202400"	"Sobic.010G202400"	"AT1G28600.1"	""	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"LOC_Os01g46080.1"	"GDSL-like lipase/acylhydrolase, putative, expressed"
"Sb10g025053"	"SORBI_3010G202700"	"Sobic.010G202700"	"AT2G28550.3"	"RAP2.7,TOE1"	"related to AP2.7"	"LOC_Os06g43220.1"	"AP2 domain containing protein, expressed"
"Sb10g025053"	"SORBI_3010G202700"	"Sobic.010G202700"	"AT4G36920.2"	"AP2,FL1,FLO2"	"Integrase-type DNA-binding superfamily protein"	"LOC_Os03g60430.2"	"AP2 domain containing protein, expressed"
"Sb10g025100"	"SORBI_3010G203500"	"Sobic.010G203500"	"AT1G13110.1"	"CYP71B7"	"cytochrome P450, family 71 subfamily B, polypeptide 7"	"LOC_Os06g43384.1"	"cytochrome P450, putative, expressed"
"Sb10g025110"	"SORBI_3010G203600"	"Sobic.010G203600"	"AT1G13110.1"	"CYP71B7"	"cytochrome P450, family 71 subfamily B, polypeptide 7"	"LOC_Os06g43420.1"	"cytochrome P450, putative, expressed"
"Sb10g025130"	"SORBI_3010G203800"	"Sobic.010G203800"	"AT3G26230.1"	"CYP71B24"	"cytochrome P450, family 71, subfamily B, polypeptide 24"	"LOC_Os01g27890.1"	"cytochrome P450, putative, expressed"
"Sb10g025150"	"SORBI_3010G204100"	"Sobic.010G204100"	"AT5G32440.3"	""	"Ubiquitin system component Cue protein"	"LOC_Os06g43520.1"	"cytochrome P450 71D7, putative, expressed"
"Sb10g025210"	"SORBI_3010G204700"	"Sobic.010G204700"	"AT3G22142.1"	""	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	"LOC_Os06g07220.1"	"LTPL128 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"Sb10g025230"	"SORBI_3010G205000"	"Sobic.010G205000"	"AT5G20270.1"	"HHP1"	"heptahelical transmembrane protein1"	"LOC_Os06g43620.1"	"haemolysin-III, putative, expressed"
"Sb10g025240"	"SORBI_3010G205100"	"Sobic.010G205100"	"AT5G20280.1"	"ATSPS1F,SPS1F"	"sucrose phosphate synthase 1F"	"LOC_Os06g43630.1"	"sucrose-phosphate synthase, putative, expressed"
"Sb10g025250"	"SORBI_3010G205200"	"Sobic.010G205200"	"AT5G34850.1"	"ATPAP26,PAP26"	"purple acid phosphatase 26"	"LOC_Os06g43640.2"	"Ser/Thr protein phosphatase family protein, putative, expressed"
"Sb10g025270"	"SORBI_3010G205400"	"Sobic.010G205400"	"AT3G52580.1"	""	"Ribosomal protein S11 family protein"	"LOC_Os02g06700.2"	"ribosomal protein, putative, expressed"
"Sb10g025320"	"SORBI_3010G205900"	"Sobic.010G205900"	"AT4G04940.1"	""	"transducin family protein / WD-40 repeat family protein"	"LOC_Os06g43690.1"	"WD repeat-containing protein, putative, expressed"
"Sb10g025330"	"SORBI_3010G206000"	"Sobic.010G206000"	"AT1G80510.1"	""	"Transmembrane amino acid transporter family protein"	"LOC_Os06g43700.1"	"transmembrane amino acid transporter protein, putative, expressed"
"Sb10g025360"	"SORBI_3010G206400"	"Sobic.010G206400"	"AT1G15760.1"	""	"Sterile alpha motif (SAM) domain-containing protein"	"LOC_Os06g43770.1"	"expressed protein"
"Sb10g025400"	"SORBI_3010G207100"	"Sobic.010G207100"	"AT2G41040.1"	""	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	"LOC_Os06g43800.1"	"methyltransferase domain containing protein, putative, expressed"
"Sb10g025430"	"SORBI_3010G207400"	"Sobic.010G207400"	"AT3G46920.1"	""	"Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain"	"LOC_Os06g43840.1"	"protein kinase domain containing protein, expressed"
"Sb10g025440"	"SORBI_3010G207500"	"Sobic.010G207500"	"AT5G25220.1"	"KNAT3"	"KNOTTED1-like homeobox gene 3"	"LOC_Os02g08544.1"	"homeobox protein knotted-1, putative, expressed"
"Sb10g025450"	"SORBI_3010G207600"	"Sobic.010G207600"	"AT4G36730.2"	"GBF1"	"G-box binding factor 1"	"LOC_Os06g43870.2"	"expressed protein"
"Sb10g025460"	"SORBI_3010G207700"	"Sobic.010G207700"	"AT2G25220.1"	""	"Protein kinase superfamily protein"	"LOC_Os05g25540.1"	"STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed"
"Sb10g025460"	"SORBI_3010G207700"	"Sobic.010G207700"	"AT2G25220.2"	""	"Protein kinase superfamily protein"	"LOC_Os05g25540.1"	"STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed"
"Sb10g025470"	"SORBI_3010G207800"	"Sobic.010G207800"	"AT4G30190.1"	"AHA2,HA2,PMA2"	"H(+)-ATPase 2"	"LOC_Os05g25550.1"	"E1-E2 ATPase domain containing protein, expressed"
"Sb10g025475"	"SORBI_3010G207900"	"Sobic.010G207900"	"AT2G18950.1"	"ATHPT,HPT1,TPT1,VTE2"	"homogentisate phytyltransferase 1"	"LOC_Os06g43880.1"	"prenyltransferase, putative, expressed"
"Sb10g025480"	"SORBI_3010G208000"	"Sobic.010G208000"	"AT2G24090.1"	""	"Ribosomal protein L35"	"LOC_Os06g43900.1"	"ribosomal protein L35, putative, expressed"
"Sb10g025520"	"SORBI_3010G208400"	"Sobic.010G208400"	"AT2G24280.1"	""	"alpha/beta-Hydrolases superfamily protein"	"LOC_Os06g43930.1"	"OsProCP2 - Putative Lysosomal Pro-x Carboxypeptidase homologue, expressed"
"Sb10g025550"	"SORBI_3010G208700"	"Sobic.010G208700"	"AT2G24280.1"	""	"alpha/beta-Hydrolases superfamily protein"	"LOC_Os06g43930.1"	"OsProCP2 - Putative Lysosomal Pro-x Carboxypeptidase homologue, expressed"
"Sb10g025590"	"SORBI_3010G209100"	"Sobic.010G209100"	"AT1G80840.1"	"ATWRKY40,WRKY40"	"WRKY DNA-binding protein 40"	"LOC_Os06g44010.1"	"WRKY28, expressed"
"Sb10g025600"	"SORBI_3010G209200"	"Sobic.010G209200"	"AT1G80840.1"	"ATWRKY40,WRKY40"	"WRKY DNA-binding protein 40"	"LOC_Os06g44010.1"	"WRKY28, expressed"
"Sb10g025610"	"SORBI_3010G209300"	"Sobic.010G209300"	"AT3G47680.1"	""	"DNA binding"	"LOC_Os10g31120.1"	"transposon protein, putative, Pong sub-class, expressed"
"Sb10g025630"	"SORBI_3010G209600"	"Sobic.010G209600"	"AT5G54830.1"	""	"DOMON domain-containing protein / dopamine beta-monooxygenase N-terminal domain-containing protein"	"LOC_Os06g44040.1"	"DOMON domain containing protein, expressed"
